DataPoint #,Frame Axle Mount Inset,Frame FCC Loading Style,Frame FCC Loading Style - Flush,Frame FCC Loading Style - Hanging,Frame Overbody Height,Frame Shape,Frame Shape - Box,Frame Shape - MUTT,Frame Shape - Protector,Frame Shape - SMSS,Frame Underbody Length,Frame Underbody Width,Offload Generator Present,Offload Generator Height,Offload Generator Length,Offload Generator Width,Running Gear Type,Running Gear Type - Four-Wheeled,Running Gear Type - Six-Wheeled,Running Gear Type - Eight-Wheeled,Running Gear Type - Oval Track,Running Gear Type - Trapazoidal Track,Running Gear Type - Parallelogram Track,Running Gear Type - Mattrack,Running Gear Back Mount Inset,Running Gear Front Mount Inset,Running Gear Drive Gear Radius,Running Gear Drive Gear Radius - 5,Running Gear Drive Gear Radius - 6,Running Gear Drive Gear Radius - 7,Running Gear Drive Gear Width,Running Gear Track Thickness,Running Gear Track Width,Running Gear Mattrack Ground Contract Length,Running Gear Mattrack Inset Length,Running Gear Mattrack Length,Running Gear Mattrack Track Width,Running Gear Road Wheel Radius,Running Gear Road Wheel Radius - 3.5,Running Gear Road Wheel Radius - 4,Running Gear Road Wheel Radius - 5,Running Gear Road Wheel Radius - 6,Running Gear Road Wheel Radius - 7,Running Gear Road Wheel Width,Running Gear Wheel Contact Patch Arc,Running Gear Wheel Radius,Running Gear Wheel Width,Steering Type Name,Steering Type Name - Pivot,Steering Type Name - Skid,Steering Type Name - Single Ackerman,Steering Type Name - Dual Ackerman,Winch Present,Winch Stowed Width,Back Deck Overhang in,Running Gear Contact Patch Area in2,SMET FCC Length in,SMET FCC CtoC Turning Diameter in
400,0,2,0,1,8,2,0,1,0,0,61,39,2,0,0,0,4,0,0,0,1,0,0,0,6,9,3,0,0,1,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,19,1,2,0,1,0,0,1,2.896,6,0,76,92.65527508
401,14,2,0,1,0,1,1,0,0,0,104,36,1,14.495,32.727,26.603,6,0,0,0,0,0,1,0,11.5,6,1,1,0,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,17,1,4,0,0,0,1,1,6.295,0,2160,110.295,183.9200914
402,3,1,1,0,0,1,1,0,0,0,121,48,1,23.386,28.027,12.131,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,12,1,2,0,1,0,0,0,0,30,0,181,204.8828934
403,8,1,1,0,10,4,0,0,0,1,84,23,2,0,0,0,5,0,0,0,0,1,0,0,8,7,1,1,0,0,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,20,1,1,1,0,0,0,1,8.725,0,1904,92.725,105.8249764
404,14,1,1,0,0,1,1,0,0,0,61,38,2,0,0,0,6,0,0,0,0,0,1,0,17,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,17,1,1,1,0,0,0,1,2.302,3,508.816,66.302,93.55188509
405,6,2,0,1,30,4,0,0,0,1,101,23,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,15,1,2,0,1,0,0,0,0,27,0,155,168.4666139
406,1,1,1,0,30,3,0,0,1,0,63,19,1,23.781,28.291,20.536,5,0,0,0,0,1,0,0,6,8,2,0,1,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,12,1,3,0,0,1,0,0,0,5,1830,75,158.3190941
407,2,2,0,1,26,2,0,1,0,0,112,45,1,26.149,22.936,15.53,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,3,0,0,1,0,0,0,16,87.95202793,144,186.5509435
408,12,2,0,1,0,1,1,0,0,0,101,54,1,26.004,38.611,20.866,6,0,0,0,0,0,1,0,22,7,2,0,1,0,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,20,1,2,0,1,0,0,0,0,10,1582.74,111,205.5480479
409,2,2,0,1,30,3,0,0,1,0,79,45,2,0,0,0,6,0,0,0,0,0,1,0,20,7,1,1,0,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,11,1,4,0,0,0,1,1,5.135,18,1642.74,102.135,201.3027218
410,10,2,0,1,4,4,0,0,0,1,65,30,1,10.814,26.077,24.105,3,0,0,1,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,4,0,0,0,1,0,0,9,185.6765034,83,100.1147799
411,4,2,0,1,0,1,1,0,0,0,55,37,2,0,0,0,5,0,0,0,0,1,0,0,6,9,3,0,0,1,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,15,1,2,0,1,0,0,0,0,2,1410,62,152.2005256
412,15,2,0,1,0,1,1,0,0,0,126,53,1,29.72,30.701,26.704,4,0,0,0,1,0,0,0,6,8,2,0,1,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,20,1,1,1,0,0,0,0,0,0,0,126,162.7421273
413,3,1,1,0,2,2,0,1,0,0,48,22,1,27.068,33.451,26.054,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,1,6.574,10,127.0418181,68,71.47027354
414,13,1,1,0,14,2,0,1,0,0,79,40,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,17,1,1,1,0,0,0,0,0,20,0,119,125.5428214
415,4,2,0,1,31,4,0,0,0,1,102,21,2,0,0,0,2,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,0,0,7,80.62269227,116,131.5294644
416,13,1,1,0,23,3,0,0,1,0,125,48,2,0,0,0,5,0,0,0,0,1,0,0,6,8,2,0,1,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,16,1,2,0,1,0,0,1,6.839,0,2772,131.839,190.8547142
417,14,2,0,1,5,2,0,1,0,0,59,22,1,26.468,38.286,28.332,4,0,0,0,1,0,0,0,5,8,3,0,0,1,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,17,1,2,0,1,0,0,1,5.403,0,0,64.403,73.78174848
418,2,2,0,1,15,3,0,0,1,0,96,19,2,0,0,0,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,1,4.442,15,124.5987062,126,99.12355002
419,4,1,1,0,0,1,1,0,0,0,96,53,2,0,0,0,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,1,1,0,0,0,1,2.644,10,136.8142657,116,127.5343091
420,3,1,1,0,10,4,0,0,0,1,63,23,2,0,0,0,5,0,0,0,0,1,0,0,9,7,1,1,0,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,15,1,3,0,0,1,0,1,7.55,6,1710,76.55,161.3801371
421,10,1,1,0,13,3,0,0,1,0,114,20,1,28.916,33.514,13.106,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,4,0,0,0,1,1,7.105,4,136.8142657,125.105,82.01754024
422,8,1,1,0,19,4,0,0,0,1,113,19,1,27.412,35.11,13.246,4,0,0,0,1,0,0,0,6,6,1,1,0,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,16,1,2,0,1,0,0,1,4.169,0,0,117.169,143.5882118
423,2,1,1,0,14,4,0,0,0,1,116,36,1,29.975,33.876,21.811,6,0,0,0,0,0,1,0,22,8,3,0,0,1,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,19,1,3,0,0,1,0,1,4.961,20,2675.16,142,255.2907957
424,13,1,1,0,17,3,0,0,1,0,34,36,1,12.547,37.306,27.872,4,0,0,0,1,0,0,0,6,8,2,0,1,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,11,1,4,0,0,0,1,1,3.541,0,0,37.541,118.938957
425,2,2,0,1,31,3,0,0,1,0,76,22,1,15.3,29.192,14.446,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,19,1,3,0,0,1,0,0,0,31,0,138,152.9012258
426,14,1,1,0,5,3,0,0,1,0,101,52,2,0,0,0,5,0,0,0,0,1,0,0,4.5,6,1,1,0,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,15,1,4,0,0,0,1,0,0,0,2044,101,191.0679825
427,10,1,1,0,0,1,1,0,0,0,108,33,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,14,1,4,0,0,0,1,1,6.436,23,0,154,120.3285269
428,7,2,0,1,24,3,0,0,1,0,101,19,1,17.652,35.884,23.219,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,1,1,0,0,0,1,2.462,8,73.29335661,117,123.3288287
429,12,1,1,0,0,1,1,0,0,0,118,58,2,0,0,0,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,2,0,1,0,0,1,6.913,3,146.5867132,127.913,172.6781271
430,8,1,1,0,0,1,1,0,0,0,73,38,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,20,1,4,0,0,0,1,0,0,25,0,123,111.1900686
431,12,1,1,0,14,2,0,1,0,0,75,39,1,11.418,33.625,17.791,4,0,0,0,1,0,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,12,1,1,1,0,0,0,1,2.69,0,0,77.69,77.69
432,7,2,0,1,8,2,0,1,0,0,73,49,1,18.382,33.882,22.56,6,0,0,0,0,0,1,0,11.5,6,1,1,0,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,1,0,0,0,1,7.727,4.5,1540,85.227,85.227
433,4,1,1,0,32,2,0,1,0,0,41,21,1,13.451,36.347,28.014,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,17,1,1,1,0,0,0,0,0,29,0,99,99
434,12,1,1,0,17,4,0,0,0,1,55,30,1,12.937,34.582,28.214,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,12,1,3,0,0,1,0,0,0,21,0,97,98.27691667
435,3,2,0,1,0,1,1,0,0,0,126,51,2,0,0,0,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,0,0,10,127.0418181,146,162.3483908
436,15,1,1,0,25,3,0,0,1,0,58,16,2,0,0,0,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,0,0,0,136.8142657,58,66.24198065
437,13,2,0,1,0,1,1,0,0,0,101,17,2,0,0,0,2,0,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,1,1,0,0,0,0,0,2,109.9400349,105,111.3283432
438,0,2,0,1,31,2,0,1,0,0,82,56,2,0,0,0,2,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,1,8.205,11,80.62269227,104,152.8397854
439,1,2,0,1,24,3,0,0,1,0,61,35,1,10.31,28.162,14.996,4,0,0,0,1,0,0,0,6,6,1,1,0,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,18,1,4,0,0,0,1,1,8.244,5,0,74.244,168.4248078
440,13,2,0,1,12,3,0,0,1,0,129,48,1,25.07,36.627,24.289,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,0,0,0,87.95202793,129,208.0809924
441,11,1,1,0,10,2,0,1,0,0,104,37,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,14,1,4,0,0,0,1,1,4.852,22,0,148,87.62430915
442,9,1,1,0,32,4,0,0,0,1,53,45,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,1,7.501,11,195.448951,75,87.46427842
443,11,2,0,1,0,1,1,0,0,0,117,24,1,36.793,23.385,19.651,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,11,1,3,0,0,1,0,0,0,22,0,161,185.3002285
444,4,2,0,1,0,1,1,0,0,0,63,40,2,0,0,0,5,0,0,0,0,1,0,0,8,8,3,0,0,1,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,14,1,2,0,1,0,0,0,0,4,1540,71,158.7608264
445,2,2,0,1,0,1,1,0,0,0,116,48,1,39.75,25.987,20.712,4,0,0,0,1,0,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,12,1,4,0,0,0,1,0,0,7,0,130,227.1453979
446,13,2,0,1,22,3,0,0,1,0,115,56,2,0,0,0,5,0,0,0,0,1,0,0,6,8,2,0,1,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,13,1,3,0,0,1,0,1,4.433,0,2670,119.433,286.891793
447,3,2,0,1,0,1,1,0,0,0,93,58,2,0,0,0,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,3,0,0,1,0,1,5.13,11,136.8142657,115,213.777149
448,8,2,0,1,0,1,1,0,0,0,96,55,2,0,0,0,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,3,0,0,1,0,0,0,9,124.5987062,114,201.5192174
449,7,1,1,0,33,3,0,0,1,0,116,56,1,14.925,26.262,20.528,6,0,0,0,0,0,1,0,12.5,8,2,0,1,0,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,18,1,1,1,0,0,0,1,7.528,5.5,2922.42,129.028,155.062003
450,14,1,1,0,5,3,0,0,1,0,38,55,1,38.192,28.32,14.493,5,0,0,0,0,1,0,0,8,6,1,1,0,0,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,13,1,2,0,1,0,0,0,0,0,300,38,159.5900999
451,10,2,0,1,0,1,1,0,0,0,55,25,2,0,0,0,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,5.688,3,127.0418181,63.688,77.98180136
452,10,1,1,0,14,3,0,0,1,0,47,27,1,19.291,23.898,21.897,4,0,0,0,1,0,0,0,7,7,1,1,0,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,19,1,1,1,0,0,0,0,0,0,0,47,73.87827827
453,11,2,0,1,8,4,0,0,0,1,39,37,2,0,0,0,5,0,0,0,0,1,0,0,6,7,1,1,0,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,19,1,2,0,1,0,0,0,0,0,510,39,144.3675864
454,12,1,1,0,26,2,0,1,0,0,47,43,2,0,0,0,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,0,0,7,92.8382517,61,106.561775
455,7,1,1,0,10,2,0,1,0,0,120,32,2,0,0,0,6,0,0,0,0,0,1,0,14,8,2,0,1,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,12,1,1,1,0,0,0,1,8.012,7,2744,135.012,135.012
456,0,1,1,0,13,2,0,1,0,0,72,23,1,18.871,33.269,24.922,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,1,1,0,0,0,0,0,12,58.63468529,96,96
457,11,2,0,1,0,1,1,0,0,0,70,39,1,10.02,24.561,19.96,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,0,0,7,131.9280419,84,129.0736224
458,3,2,0,1,0,1,1,0,0,0,108,45,1,13.636,28.828,26.324,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,1,6.17,8,107.496923,124,165.758861
459,8,2,0,1,7,2,0,1,0,0,120,42,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,19,1,2,0,1,0,0,0,0,25,0,170,175.1113931
460,4,2,0,1,29,4,0,0,0,1,49,24,1,9.895,23.089,23.08,5,0,0,0,0,1,0,0,5.5,7,1,1,0,0,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,15,1,2,0,1,0,0,1,2.245,1.5,1148,53.5,122.3202763
461,7,2,0,1,4,3,0,0,1,0,85,53,2,0,0,0,6,0,0,0,0,0,1,0,14,9,3,0,0,1,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,19,1,1,1,0,0,0,1,7.111,7,1872.42,99.111,142.9405132
462,12,2,0,1,9,4,0,0,0,1,92,41,2,0,0,0,5,0,0,0,0,1,0,0,8,8,2,0,1,0,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,19,1,3,0,0,1,0,1,5.006,0,1904,97.006,227.9622688
463,4,1,1,0,28,2,0,1,0,0,84,44,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,0,0,16,195.448951,116,124.0644994
464,7,1,1,0,28,3,0,0,1,0,56,35,1,34.665,37.694,16.555,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,2,0,1,0,0,1,4.155,12,92.8382517,80,106.3014581
465,12,2,0,1,0,1,1,0,0,0,43,21,1,27.912,25.094,15.824,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,15,1,2,0,1,0,0,0,0,21,0,85,105.2093152
466,13,2,0,1,18,3,0,0,1,0,56,47,1,28.202,26.621,19.39,6,0,0,0,0,0,1,0,16,7,2,0,1,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,13,1,4,0,0,0,1,1,8.074,3,497.58,67.074,177.5210887
467,13,1,1,0,29,4,0,0,0,1,116,44,2,0,0,0,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,3,0,0,1,0,0,0,4,124.5987062,124,168.4591196
468,4,1,1,0,2,3,0,0,1,0,102,31,1,18.956,32.989,13.902,4,0,0,0,1,0,0,0,6,8,3,0,0,1,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,19,1,3,0,0,1,0,0,0,2,0,108,223.0654893
469,14,1,1,0,24,4,0,0,0,1,123,37,2,0,0,0,5,0,0,0,0,1,0,0,4.5,6,1,1,0,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,16,1,3,0,0,1,0,0,0,0,2850,123,236.3002285
470,10,2,0,1,12,2,0,1,0,0,79,58,2,0,0,0,6,0,0,0,0,0,1,0,23,8,2,0,1,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,11,1,4,0,0,0,1,0,0,13,1042.74,92,197.4248078
471,14,1,1,0,3,4,0,0,0,1,116,50,1,20.025,27.079,22.652,5,0,0,0,0,1,0,0,8,8,3,0,0,1,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,17,1,4,0,0,0,1,0,0,0,2640,116,199.3285269
472,0,2,0,1,30,2,0,1,0,0,101,47,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,6.304,13,63.52090906,127,135.4178718
473,2,2,0,1,24,3,0,0,1,0,62,46,1,34.565,31.913,14.086,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,1,1,0,0,0,0,0,16,131.9280419,94,114.8564321
474,7,2,0,1,0,1,1,0,0,0,34,44,1,27.038,29.073,21.582,6,0,0,0,0,0,1,0,19,7,2,0,1,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,12,1,3,0,0,1,0,1,6.051,12,32.816,52.051,174.694785
475,15,1,1,0,28,2,0,1,0,0,68,31,1,18.416,34.616,19.425,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,20,1,2,0,1,0,0,0,0,18,0,104,121.0784869
476,6,1,1,0,32,2,0,1,0,0,90,47,2,0,0,0,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,2.877,12,87.95202793,114,147.7565565
477,2,1,1,0,0,1,1,0,0,0,46,23,1,39.161,38.299,13.257,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,3,0,0,1,0,0,0,18,195.448951,82,83.54758915
478,10,1,1,0,2,3,0,0,1,0,100,28,2,0,0,0,6,0,0,0,0,0,1,0,23,8,2,0,1,0,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,18,1,4,0,0,0,1,0,0,13,1561.224,113,147.3895699
479,15,1,1,0,9,3,0,0,1,0,130,22,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,16,1,4,0,0,0,1,0,0,18,0,166,105.7369624
480,8,2,0,1,25,2,0,1,0,0,117,49,2,0,0,0,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,1,5.259,4,58.63468529,126.259,143.146506
481,14,1,1,0,11,3,0,0,1,0,89,20,1,10.999,23.515,18.002,4,0,0,0,1,0,0,0,6,8,2,0,1,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,20,1,4,0,0,0,1,0,0,0,0,89,122.6595471
482,9,2,0,1,2,3,0,0,1,0,111,30,1,21.349,31.554,25.002,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,3,0,0,1,0,1,6.838,6,146.5867132,123.838,163.1410903
483,14,2,0,1,28,3,0,0,1,0,57,36,2,0,0,0,4,0,0,0,1,0,0,0,7,8,2,0,1,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,13,1,2,0,1,0,0,0,0,0,0,57,148.3846353
484,10,1,1,0,33,2,0,1,0,0,124,45,1,29.236,34.87,16.745,4,0,0,0,1,0,0,0,4.5,6,1,1,0,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,124,143.8923209
485,13,2,0,1,0,1,1,0,0,0,84,28,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,18,1,3,0,0,1,0,0,0,20,0,124,147.6148764
486,15,1,1,0,16,3,0,0,1,0,63,18,1,16.933,25.335,20.4,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,0,0,0,58.63468529,63,50.7508386
487,1,1,1,0,25,4,0,0,0,1,61,51,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,12,1,4,0,0,0,1,0,0,32,0,125,138.4248078
488,12,2,0,1,6,3,0,0,1,0,56,18,2,0,0,0,4,0,0,0,1,0,0,0,8,7,1,1,0,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,12,1,1,1,0,0,0,0,0,0,0,56,88.09086218
489,1,2,0,1,0,1,1,0,0,0,49,22,2,0,0,0,4,0,0,0,1,0,0,0,5.5,8,2,0,1,0,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,13,1,3,0,0,1,0,0,0,4.5,0,60.5,164.0327446
490,12,1,1,0,17,2,0,1,0,0,107,23,2,0,0,0,4,0,0,0,1,0,0,0,7,8,3,0,0,1,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,19,1,3,0,0,1,0,1,7.649,0,0,114.649,140.4833575
491,3,1,1,0,17,3,0,0,1,0,81,30,2,0,0,0,4,0,0,0,1,0,0,0,9,7,1,1,0,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,18,1,3,0,0,1,0,1,8.419,6,0,95.419,197.6054436
492,11,2,0,1,0,2,0,1,0,0,84,22,1,23.831,32.524,21.761,5,0,0,0,0,1,0,0,8,9,3,0,0,1,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,17,1,2,0,1,0,0,1,5.784,0,1736,89.784,96.73244883
493,13,1,1,0,15,3,0,0,1,0,49,58,1,35.569,29.969,12.723,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,1,8.169,6,92.8382517,63.169,136.561775
494,0,1,1,0,0,1,1,0,0,0,110,58,1,19.475,30.175,21.478,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,1,6.333,12,58.63468529,134,165.169462
495,7,1,1,0,26,4,0,0,0,1,71,26,1,24.111,36.315,25.97,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,14,1,2,0,1,0,0,1,5.425,26,0,123,133.5402561
496,11,1,1,0,2,2,0,1,0,0,39,57,2,0,0,0,5,0,0,0,0,1,0,0,9,7,1,1,0,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,17,1,4,0,0,0,1,1,7.88,0,510,46.88,82.4952836
497,7,2,0,1,15,3,0,0,1,0,89,44,2,0,0,0,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,3,0,0,1,0,0,0,4,107.496923,97,175.0492663
498,14,2,0,1,0,1,1,0,0,0,70,20,2,0,0,0,6,0,0,0,0,0,1,0,12.5,7,1,1,0,0,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,19,1,2,0,1,0,0,1,5.619,0,1140,75.619,129.3956458
499,12,1,1,0,0,1,1,0,0,0,130,32,2,0,0,0,5,0,0,0,0,1,0,0,6,7,2,0,1,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,20,1,2,0,1,0,0,1,6.999,0,3180,136.999,175.0706315
500,12,1,1,0,14,3,0,0,1,0,113,23,2,0,0,0,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,3,0,0,1,0,1,5.923,2,136.8142657,120.923,125.5651294
501,0,2,0,1,0,1,1,0,0,0,36,33,1,17.677,36.423,28.338,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,14,1,4,0,0,0,1,0,0,33,0,102,108.2253065
