DataPoint #,Frame Axle Mount Inset,Frame FCC Loading Style,Frame FCC Loading Style - Flush,Frame FCC Loading Style - Hanging,Frame Overbody Height,Frame Shape,Frame Shape - Box,Frame Shape - MUTT,Frame Shape - Protector,Frame Shape - SMSS,Frame Underbody Length,Frame Underbody Width,Offload Generator Present,Offload Generator Height,Offload Generator Length,Offload Generator Width,Running Gear Type,Running Gear Type - Four-Wheeled,Running Gear Type - Six-Wheeled,Running Gear Type - Eight-Wheeled,Running Gear Type - Oval Track,Running Gear Type - Trapazoidal Track,Running Gear Type - Parallelogram Track,Running Gear Type - Mattrack,Running Gear Back Mount Inset,Running Gear Front Mount Inset,Running Gear Drive Gear Radius,Running Gear Drive Gear Radius - 5,Running Gear Drive Gear Radius - 6,Running Gear Drive Gear Radius - 7,Running Gear Drive Gear Width,Running Gear Track Thickness,Running Gear Track Width,Running Gear Mattrack Ground Contract Length,Running Gear Mattrack Inset Length,Running Gear Mattrack Length,Running Gear Mattrack Track Width,Running Gear Road Wheel Radius,Running Gear Road Wheel Radius - 3.5,Running Gear Road Wheel Radius - 4,Running Gear Road Wheel Radius - 5,Running Gear Road Wheel Radius - 6,Running Gear Road Wheel Radius - 7,Running Gear Road Wheel Width,Running Gear Wheel Contact Patch Arc,Running Gear Wheel Radius,Running Gear Wheel Width,Steering Type Name,Steering Type Name - Pivot,Steering Type Name - Skid,Steering Type Name - Single Ackerman,Steering Type Name - Dual Ackerman,Winch Present,Winch Stowed Width
969,11,1,1,0,13,2,0,1,0,0,132,34,1,32.802,28.968,23.98,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,13,1,4,0,0,0,1,0,0
970,14,1,1,0,23,2,0,1,0,0,120,33,2,0,0,0,4,0,0,0,1,0,0,0,6,8,3,0,0,1,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,17,1,4,0,0,0,1,0,0
971,15,1,1,0,0,1,1,0,0,0,34,16,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,16,1,3,0,0,1,0,0,0
972,7,2,0,1,32,2,0,1,0,0,111,27,1,30.529,26.891,22.135,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,3,0,0,1,0,1,8.549
973,7,2,0,1,0,1,1,0,0,0,100,51,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,11,1,2,0,1,0,0,0,0
974,2,2,0,1,19,3,0,0,1,0,69,51,2,0,0,0,5,0,0,0,0,1,0,0,5.5,9,3,0,0,1,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,15,1,4,0,0,0,1,0,0
975,15,1,1,0,22,2,0,1,0,0,83,49,2,0,0,0,5,0,0,0,0,1,0,0,7,7,2,0,1,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,13,1,4,0,0,0,1,1,7.509
976,10,1,1,0,23,3,0,0,1,0,113,19,2,0,0,0,5,0,0,0,0,1,0,0,8,9,3,0,0,1,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,14,1,2,0,1,0,0,0,0
977,10,2,0,1,28,2,0,1,0,0,65,48,1,23.207,25.372,17.111,2,0,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,2,0,1,0,0,0,0
978,13,1,1,0,0,1,1,0,0,0,52,20,1,30.994,33.337,18.54,4,0,0,0,1,0,0,0,7,8,3,0,0,1,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,20,1,2,0,1,0,0,0,0
979,3,1,1,0,0,1,1,0,0,0,63,40,1,37.647,24.894,18.778,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,0,0
980,6,2,0,1,0,1,1,0,0,0,84,58,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,1,5.05
981,0,1,1,0,32,3,0,0,1,0,58,57,2,0,0,0,4,0,0,0,1,0,0,0,5.5,9,3,0,0,1,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,15,1,4,0,0,0,1,0,0
982,5,2,0,1,31,2,0,1,0,0,114,24,1,33.651,24.196,26.033,6,0,0,0,0,0,1,0,16,8,3,0,0,1,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,16,1,4,0,0,0,1,0,0
983,10,2,0,1,0,1,1,0,0,0,90,43,1,15.619,31.337,15.34,6,0,0,0,0,0,1,0,16,8,3,0,0,1,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,14,1,2,0,1,0,0,0,0
984,11,2,0,1,0,1,1,0,0,0,117,22,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,0,0
985,0,2,0,1,14,4,0,0,0,1,104,56,1,14.515,28.886,23.032,6,0,0,0,0,0,1,0,19,6,1,1,0,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,14,1,2,0,1,0,0,1,4.967
986,14,2,0,1,23,3,0,0,1,0,43,32,2,0,0,0,6,0,0,0,0,0,1,0,17,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,17,1,3,0,0,1,0,0,0
987,8,2,0,1,5,4,0,0,0,1,110,32,1,11.044,37.953,22.809,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,14,1,3,0,0,1,0,1,7.46
988,5,1,1,0,0,1,1,0,0,0,89,51,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,3,0,0,1,0,1,8.232
989,0,2,0,1,8,2,0,1,0,0,64,20,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,15,1,4,0,0,0,1,0,0
990,9,1,1,0,5,2,0,1,0,0,39,44,2,0,0,0,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,1,4.188
991,6,1,1,0,30,2,0,1,0,0,101,18,2,0,0,0,2,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,3,0,0,1,0,0,0
992,5,2,0,1,8,3,0,0,1,0,100,50,2,0,0,0,6,0,0,0,0,0,1,0,20,7,1,1,0,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,15,1,2,0,1,0,0,0,0
993,11,1,1,0,10,2,0,1,0,0,36,54,1,12.932,37.625,15.59,6,0,0,0,0,0,1,0,11.5,7,2,0,1,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,18,1,1,1,0,0,0,1,6.467
994,11,2,0,1,17,3,0,0,1,0,76,40,1,27.632,31.578,14.654,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,1,1,0,0,0,0,0
995,8,2,0,1,0,1,1,0,0,0,95,49,2,0,0,0,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,2,0,1,0,0,1,5.208
996,5,2,0,1,0,1,1,0,0,0,99,43,1,25.15,25.9,12.069,5,0,0,0,0,1,0,0,6,6,1,1,0,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,20,1,2,0,1,0,0,1,8.161
997,8,2,0,1,10,4,0,0,0,1,118,56,1,18.516,38.075,21.576,2,0,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,4,0,0,0,1,0,0
998,2,1,1,0,0,2,0,1,0,0,109,41,2,0,0,0,6,0,0,0,0,0,1,0,14,7,1,1,0,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,19,1,1,1,0,0,0,1,5.09
999,4,2,0,1,0,1,1,0,0,0,95,54,1,37.108,30.487,15.563,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,1,4.658
1000,0,1,1,0,22,2,0,1,0,0,125,26,1,30.929,35.882,15.31,5,0,0,0,0,1,0,0,8,6,1,1,0,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,14,1,1,1,0,0,0,1,2.725
